publication_date,title,conclusions
2019-08-26T00:00:00Z,Degree of exposure to interventions influences maternal and child dietary practices: Evidence from a large-scale multisectoral nutrition program,"['The findings of this study will have important implications on future implementation of SII and other similar large-scale nutrition programs. There needs to be a strong focus on strengthening the quality and reach of individual intervention platforms, specifically FLW interactions and community events, given the demonstrated strong individual associations with dietary outcomes. Finally, the effectiveness of the combinations of platforms suggested by the increasing association of exposure with positive diet outcomes highlight the need for nutrition programs and government policies to adopt a multi-platform model to have the highest potential for reach and positive impact on maternal and child nutrition practices.']"
2018-12-14T00:00:00Z,Nutritional risk index as a predictor of mortality in acutely decompensated heart failure,"['Poor nutritional status as assessed by NRI and quartile grading of NRI was associated with 1-year mortality in Korean patients with ADHF. In addition, NRI was one of the independent predictors of 1-year mortality. The assessment of nutritional status by NRI may provide additional prognostic information and thus would be useful in the risk stratification of the patients with ADHF. NRI should be incorporated into novel risk scoring system for prediction of clinical outcomes in patients with ADHF. Furthermore, well designed randomized trial assessing the effect of nutritional intervention for HF patients would be warranted in the future.']"
2015-07-08T00:00:00Z,Maternal Plane of Nutrition during Late Gestation and Weaning Age Alter Angus × Simmental Offspring Longissimus Muscle Transcriptome and Intramuscular Fat,"['Cow plane of nutrition during the last 105 days of gestation resulted in modest changes in the offspring longissimus muscle transcriptome. Among these genes the bioinformatics analysis revealed an inflammatory process in offspring born from cows with access to higher plane of nutrition. The greater intramuscular lipogenic response in those steers contributed to the effect. Irrespective of maternal nutrition, early weaning induced a robust activation of the lipogenic program accompanied by activation of the innate immune system. The latter also was related to the greater lipogenesis during the growing phase. Subsequently, during the finishing phase, alterations of genes in the Golgi complex organization suggest an inhibition of lipid droplet formation potentially diminishing intramuscular fat accumulation in the steers.When only genes affected by weaning age are considered, the inflammatory response detected at the end of the growing phase in early-weaned steers was similar to that observed when evaluating DEG affected by cow plane of nutrition; in that case with signs of adipose tissue inflammation for both, MPN and LPN steers. These mechanisms were more pronounced in early-weaned steers from cows fed low plane of nutrition probably because of the lower intramuscular fat (marbling) scores. Overall, results from this work underscore the need to conduct further studies to understand better the functional outcome of the transcriptome changes. Additional knowledge on molecular and functional outcomes induced by the combination of prenatal and postnatal nutritional management would help produce more efficient beef cattle and higher quality beef.']"
2017-11-27T00:00:00Z,"Individual and community factors contributing to anemia among women in rural Baja California, Mexico","['In summary, all cases of anemia in this community were attributable to nutritional deficiencies. While vitamin supplementation is a temporary solution, improving individual knowledge and community access to iron absorption enhancing foods, particularly produce, is needed in this community. Offering health literacy and nutrition education interventions at an appropriate literacy level is one method of improving individual knowledge. Encouraging local tiendas to label nutrient-rich foods to promote the individual purchase of healthy foods by community members, is another feasible option. Additionally, promoting government assistance programs like Prospera in the community and implementing additional programs designed to improve nutrition and health literacy, in conjunction with ensuring access to nutritious foods, might serve as an additional mechanism to decrease the high prevalence nutritional anemia within the community. Evidence illustrates that reducing anemia prevalence rates among community members will require a multifaceted approach involving both individual and community aspects.']"
2015-06-03T00:00:00Z,"Effects of Grazing and Precipitation on Herbage Biomass, Herbage Nutritive Value, and Yak Performance in an Alpine Meadow on the Qinghai–Tibetan Plateau","['Herbage biomass and herbage nutritive values were dependent on annual precipitation. Grazing also affected herbage performance, in that herbage biomass decreased and herbage nutritive values increased with increasing stocking rate. The increase in herbage nutritive values by grazing could not compensate for the decrease in herbage biomass. Both precipitation and stocking rate were important factors in determining livestock LG. We conclude from our results that a moderate stocking rate of 1 yak ha-1, which provides 88% of the highest LG per ha, satisfies the demands for sustainable grazing management. However, other more developed grazing management strategies, such as rotation grazing, supplementary feeding in winter and yak turn over period from 4 years to 2 years, may also increase the biomass and nutritive value of herbage and animal LG in the winter. Implementation of such strategies may improve the sustainability of grassland use on the other parts of Qinghai-Tibetan Plateau with the similar conditions.']"
2016-07-06T00:00:00Z,Marginal Micronutrient Intake in High-Performance Male Wheelchair Basketball Players: A Dietary Evaluation and the Effects of Nutritional Advice,"['The adequacy of the micronutrient intake by elite male Spanish wheelchair basketball players is positively related to their total energy intake. However, a variety of food groups must be included in one’s diet to achieve adequate levels for the most important micronutrients, and nutrient-dense food groups such as fruit are associated with more micronutrients than less nutrient-dense groups. As some micronutrients showed inadequate intake levels, additional nutritional advice should be provided to avoid adverse effects resulting from personal dislike of certain food groups, and the consumption of beneficial foods (especially vegetables and legumes prepared in ways that are easy to digest) should be promoted as some of these groups, legumes in particular, were only consumed in minimal amounts. In addition, shorter time frames between nutritional advice are more successful than longer periods, such as one year.Food variety with special attention to nutrient-dense foods is especially important in players with low energy intake. Consequently, it might be necessary to use supplements for players with SCI, especially for micronutrients involved in bone health. Nutritional monitoring in Paralympic athletes should be incorporated into the regular routine of their training periods throughout the year so that a short time frame between repeated sessions of receiving nutritional advice can be used to raise their knowledge of the benefits of sports nutrition.']"
2016-03-10T00:00:00Z,Supply- and Demand-Side Factors Influencing Utilization of Infant and Young Child Feeding Counselling Services in Viet Nam,"['Health systems are increasingly paying more attention to nutrition and incorporating preventive nutrition interventions into health services delivery. In this context, especially where health services are often facility-based, optimal use of nutrition interventions and services is critical to ensuring impact. It is, therefore, important to understand and address the factors influencing utilization in order to ensure that beneficiaries receive the full range of nutrition services and maximize their benefits. We have provided a comprehensive investigation of demand- and supply-side factors that influence utilization, focusing on the full range of utilization patterns–from one-time use to repeated use and ultimately achievement of the minimum package of services. Demand-generation strategies and counselling skills were the most important factors associated with any service use; strengthening these two demand -and supply-side factors could markedly improve service utilization with an additional 49% of the population achieving the recommended minimum number of MTBT visits. Given the continued efforts to improve the impact of IYCF interventions and to scale up nutrition through health systems globally, our study contributes robust empirical evidence on potential factors to optimizing facility-based counselling service utilization in Viet Nam. Further research is needed to identify and test methods for increasing and sustaining reach and use of similar services in other contexts.']"
2017-01-13T00:00:00Z,Impact of a Home-Based Physical and Nutritional Intervention Program Conducted by Lay-Volunteers on Handgrip Strength in Prefrail and Frail Older Adults: A Randomized Control Trial,"['Handgrip strength in the intervention group increased, by a clinically relevant value, and this effect is comparable to that obtained by health-care professionals. Therefore, home visits with a physical and nutritional intervention program provided by volunteers could offer a new perspective in the care of community-dwelling older persons. Notably, in this sample social support also plays an important role. Due to this fact, we did not find a significant difference between home visits with a physical and nutritional intervention program and home visits with social support only. Further results indicate that also individuals with an advanced frailty status should be encouraged to do strength exercises in combination with a nutritional intervention.']"
2017-02-17T00:00:00Z,Energy intake and energy expenditure of pre-professional female contemporary dancers,"['To conclude this research demonstrates that, as with many athletes in aesthetic or weight dependent sports, female contemporary dancers are at risk of energy deficiency, particularly during periods of scheduled dance training. As a result, this population could be susceptible to the numerous health and performance impairments associated with energy imbalance. In addition appropriate macronutrient intakes are essential for maintaining the demands of training, performance and recovery. The suboptimal macronutrient intakes observed in this study suggest a lack of knowledge regarding appropriate nutrition for sport and exercise performance. It is evident that dance populations would benefit from further research in order to develop current understanding of dance specific nutrition. For instance the variability of nutritional intakes and energy expenditures between term time and off-season remain to be investigated, and whether the negative energy balance reported in the current study is maintained in the long-term. Moreover it may be prudent to investigate nutritional strategies and the use of ergogenic aids which may provide practical solutions to improve energy balance and perhaps contribute to enhancing performance and recovery.']"
2019-04-26T00:00:00Z,Common garden experiment reveals altered nutritional values and DNA methylation profiles in micropropagated three elite Ghanaian sweet potato genotypes,"['Here we show that micropropagation reduces the nutritional value of sweet potato tubers and that micropropagated plants are both genetically and epigenetically dissimilar from field maintained plants. The higher levels of variability in the nutritional composition and of molecular diversity observed within micropropagated plants makes tempting the speculation that there is a direct relation between both. Regardless, the anonymous nature of the MSAP markers, used here to characterize somaclonal variation at a molecular level, does not allow us to asseverate that the detected DNA methylation polymorphisms are the drivers of the observed loss in nutritional value. Future studies should consider using a Next Generation Sequencing approach to identify those genes associated with the differentially methylated loci, as well as analyzing the gene transcriptional differences between field and in vitro maintained sweet potato tubers. Still, our results provide a useful start point from which to assemble a more comprehensive picture of the functional role of in vitro culture induced DNA methylation changes affecting the nutritional value of biofortified crops. More importantly, since future sweet potato biofortification plans include the use of in vitro culture to generate disease free propagules, our findings highlight the importance of including an assessment of the impact of micropropagation on nutritional values, with a special focus on beta-carotene content, of any novel biofortified sweet potato cultivar prior to their commercial release, to avoid the catastrophic costs to the industry previously seen with other in vitro propagated crops [50].']"
2017-02-09T00:00:00Z,Evaluation of the nutritional status of workers of transformation industries adherent to the Brazilian Workers’ Food Program. A comparative study,"['In conclusion, the results obtained in the present study, which assessed anthropometric measures of the nutritional status of workers benefited by the Workers’ Food Program, revealed statistically significant differences between mean BMI and waist circumference of the non-WFP and WFP group. One positive finding was the lower level of consumption of sodium and saturated fat among WFP workers, indicating a favorable association of the WFP with the nutritional intake of the population served by the program. Therefore, from a public health perspective, we believe that these results provide an important contribution by showing how an initiative by a central Government can contribute effectively to improving the nutritional status of a vulnerable population group in nutritional terms, without the need for the allocation, mobilization and direct application of national funds. In this sense, these results might encourage other countries, with similar population groups in vulnerable situations, to find in this model of public policy one way to combat the hunger and malnutrition, following the example of Brazil.On the other hand, our study also demonstrated, for the first time, a higher cardiovascular risk among WFP workers, as reflected by a larger waist circumference. Consequently, our results make a strong point toward the need of periodically revisiting the WFP and redefining its goals according to the changing nutritional status of the target population of the program, in order to help workers maintain a body weight within healthy limits.']"
2013-12-23T00:00:00Z,Nutritional Profile of Phytococktail from Trans-Himalayan Plants,"['To the best of our knowledge, this is the first attempt towards the determination of nutritional profile of the phytococktail developed from the native trans-Himalayan plants. Extensive characterization of water- and fat-soluble vitamins in the phytococktail was carried out with RRLC-tandem mass spectrometry. The proposed process was simple, low-cost and rapid, with high sensitivity, reproducibility, robustness and time-efficiency which can be useful in the determination of vitamins in a variety of food supplements, pharmaceutical preparations, fortified beverages and complicated food matrices. The free amino acid profile of the phytococktail revealed the presence of 8 essential amino acids that are important for human nutrition. The phytocoktail was also found to contain substantial amount of omega-7 MUFA (palmitoleic acid), omega-9 MUFA (oleic acid), SFA (palmitic acid) and small quantity of carboxylic acid (linoleic acid), suggesting that the phytococktail could become an important natural source of fatty acids suitable for health promotion and disease prevention. The phytococktail could thus be considered as a prospective functional food that may offer potential health benefits. The information of nutritional profile in the phytococktail holds great significance from both dietary and nutritional aspects of human in the extreme high altitude environment. Finally, it can be concluded that the phytococktail could be a high value nutritional phytofood as it contains multiple vitamins, essential amino acids, fatty acids and dietary minerals to provide great health benefit.']"
2017-10-26T00:00:00Z,Ethical issues in the development and implementation of nutrition-related public health policies and interventions: A scoping review,"['The results of this review illustrate the various natures, types, and scopes of existing (or planned) public health nutrition-related interventions, the widely differing contexts in which they are implemented, and the array of ethical issues that may arise. Ethical issues can only be addressed by taking into consideration the complexities of each specific setting. As a consequence, while general ethical frameworks or recommendations that follow from such consideration are certainly useful to draw attention to these issues, they cannot be expected to provide policy makers, implementors and other public health personnel with sufficient practical ethical guidance on how to achieve such goals in complex settings and specific public health nutrition interventions.This scoping review also illustrates the methodological challenges that must be faced when conducting such a review and constitutes a needed and useful step in the design and achievement of future research seeking to identify ethical issues that are raised by nutrition-related public health interventions and in the development of ethical frameworks for policy makers and health professionals. We suggest that, given the complexity and diverse natures of interventions and contexts in the field of public health nutrition, future reviews should focus solely on specific interventions, without limiting their search to articles or studies that explicitly address ethical issues. Every item in the sample of publications should then be reviewed and analyzed in order, first, to identify ethical issues, addressed or not and, second, potential gaps in existing recommendations and guidelines relating to that specific nutrition-related intervention.']"
2014-05-20T00:00:00Z,Poor Nutrition Status and Associated Feeding Practices among HIV-Positive Children in a Food Secure Region in Tanzania: A Call for Tailored Nutrition Training,"['In conclusion, HIV-positive children attending care and treatment centers in Tanga, a region with adequate food production, had poor nutrition statuses and low feeding frequency and dietary diversity scores. Low feeding frequency was associated with stunting, underweight, and thinness. Factors associated with low feeding frequency included low wealth index, low maternal or caregiver education, household food insecurity, and acute respiratory tract infections in the past six months.To ameliorate the high burden of undernutrition among HIV-positive children, feeding practices, in particular feeding frequency, should be improved even in areas where food production is high and food is available at low cost. To achieve this, more focused interventions may be necessary to help HIV-positive children in those households that face high food insecurity, poverty, and low education of caregivers. Nutrition training of health workers can help provide this support, reduce misconceptions regarding healthy foods [63], and help caregivers utilize efficiently and well the vast food availability in the region [3]. Nutrition counseling may also teach methods of food storage households who are affected by food insecurity but live in food rich regions [22]. Frequent nutrition counseling can help to guide such families into proper use of available resources including foods and give priorities to children with high nutritional demand.']"
2018-04-25T00:00:00Z,The timing of growth faltering has important implications for observational analyses of the underlying determinants of nutrition outcomes,"['Despite the broader programmatic influence of seminal research on the importance of growth faltering and wasting in the first 1000 days of life [1, 2], experimental and observational research on linear growth and wasting often only measures partial exposure to underlying determinants of interest without paying due attention to the different age dynamics of growth faltering as defined by HAZ and WAZ or by HAD. The results in this study show that the multivariable regression associations between these indicators and various underlying determinants of nutrition using DHS data are very sensitive to age restrictions, with patterns entirely consistent with the partial exposure bias hypothesis.The clearest limitation of these results is that they are based on cross sectional observational data, implying that these coefficients could suffer from the omission of relevant confounding factors and various types of measurement error, and that any inferences on the dynamics of growth faltering and wasting must be inferred from comparisons across cohorts rather than within cohorts. However, the primary objective of our analysis was to gauge the sensitivity of findings inferred from an already extensive observational literature on the underlying determinants of nutrition. This literature exists because in contrast to the evidence base on specific nutrition programs, experimental evaluations of the nutritional impacts of many underlying factors are costly and difficult to implement. For example, assessing the nutritional impacts of parental schooling would require an extremely extensive and prolonged multi-generational experimental design [8]. Hence there are very few experimental studies assessing the nutritional impacts of programs targeting parental education, household income/assets, access to health services or family planning. In the absence of many such experiments, researchers and policymakers heavily rely on observational analyses to investigate these factors or to infer their role in modelling scenarios; this paper set out to assess how sensitive such analyses are to partial exposure bias.These findings have important implications for future research. For observational analyses of linear growth indicators, minimizing partial exposure bias in studies of underlying determinants generally requires focusing regression analysis on children aged 24 months or older who have completed the first 1000 days of heightened vulnerability to various nutritional insults. One necessary exception would be analyses of the associations between HAZ/stunting and children’s diets [34, 35], since the DHS now only measures dietary outcomes for children 0–23 months (previously many surveys had recorded this information for children 0–35 months). Yet even in this case researchers should test sensitivity to the use of older sub-samples (e.g. 18–23 months) and arguably use sub-samples of older children as the preferred result, as in [36]. Another exception would be analyses focused on specific stages of a child’s growth process, such as studies exploring determinants of postnatal HAZ and its associations with maternal nutrition or prenatal care.For analyses of WHZ or wasting, the opposite strategy is recommended: regression analyses should generally focus on children 0–23 months of age, since these children are much more vulnerable to the various recent insults that influence weight-based nutrition outcomes. At the very least, studies should stratify their analyses by appropriate age brackets, and acknowledge that partial exposure bias can be an important influence on estimated coefficients.These recommendations can easily be implemented with the data often collected in standard surveys. More indirectly, these results also have implications for experimental research and thus for the samples chosen or for the necessary duration of the studies. Nutrition-specific interventions often do give very close consideration to the age dynamics of stunting, but not always. For example, many analyses of nutrition-sensitive interventions, such as sanitation trials, often pay limited attention to this issue, especially when nutrition indicators constitute secondary outcomes of interest [27].These results have important implications for the policy messages inferred from existing research on the determinants of child nutrition, which mostly uses samples of children aged 0–59 months. Our findings suggest that many previous studies have underestimated the impacts of a wide range of underlying determinants on linear growth, particularly parental education and wealth, income and economic growth [4–7]. Interestingly, our analysis of the determinants of child weight for height also suggests that wealth and parental education have much stronger associations with WHZ and wasting in the more appropriate 0–23 month old sample.In summary, we argue that the analytical implications of children’s heightened vulnerability to nutritional insults in the first 1000 days of life have not been appropriately integrated into the large and influential literature engaged in observational analyses of the underlying determinants of child nutrition outcomes. Doing so yields important new results, with household wealth, parental education and many other underlying determinants having stronger associations with stunting and wasting than previous analyses would suggest.']"
2015-11-11T00:00:00Z,Food Choices and Consequences for the Nutritional Status: Insights into Nutrition Transition in an Hospital Community,"['Using cross sectional data, nutritional transition is said to be responsible for the increase in obesity seen in lower and middle income countries with increasing urbanization. At the level of the household, our data shows that the same nutritional transition results in increasing obesity in middle income families probably as families move up the scale from deprivation.']"
2014-09-29T00:00:00Z,"Cross-Sectional Study of Malnutrition and Associated Factors among School Aged Children in Rural and Urban Settings of Fogera and Libo Kemkem Districts, Ethiopia","['Our findings suggest that improving food availability is a necessary but not sufficient condition to improve the nutritional status of school-aged children in this region. Especially in rural areas, the challenge will be for health and development extension workers to build on this knowledge through educational campaigns when advising households about balanced diet, food production and consumption, and hygienic behavior. It is also important to emphasize that nutritional programs should not be biased towards rural areas at the cost of excluding the urban poor.To effectively tackle malnutrition, nutritional programs should be oriented to the local needs. Our findings can be used to help policy makers plan and undertake regional initiatives to streamline recommendations.']"
2015-04-29T00:00:00Z,Healthcare-Associated Infections Are Associated with Insufficient Dietary Intake: An Observational Cross-Sectional Study,"['This cross-sectional study conducted in a large population of hospitalised patients shows that insufficient measured energy intake ≤ 70% of the predicted needs and the moderate severity of the disease were associated with HCAI. This finding could suggest that insufficient dietary intake could be a risk factor of HCAI, without excluding reverse causality. Future randomized trials should aim at demonstrating that an early nutritional intervention in hospitalised patients identified with insufficient dietary intake would decrease the incidence of HCAI, and that this strategy is cost-effective. Nutritional Risk Screening-2002 score is a validated nutritional screening tool, but its validity to identify patients at risk of HCAI remains to be determined in prospective studies.']"
2015-12-23T00:00:00Z,"Understanding the Rapid Reduction of Undernutrition in Nepal, 2001–2011","['This paper sought to understand rapid improvements in child nutrition in a remarkable success story. Despite large-scale conflict and political instability, Nepal achieved reduced stunting prevalence by 1.8 points per year from 2001 to 2011. Statistically, a number of factors convincingly account for this success.First, much of the improvement in child nutrition stems from improvements in birth size, with only a modest improvement in postnatal nutrition trajectories. Second, asset accumulation emerges as an important factor across all nutritional indicators. Interestingly, asset accumulation was very rapid, which is consistent with rapid growth in household income (S1 Text). Third, consistent with many other studies, educational improvements appear to be important. Specifically, though, we find only maternal education predicts improved child nutrition outcomes in Nepal. Fourth, revolutionary improvements in access to healthcare have played a large role in Nepal, with potentially important lessons for other developing countries. Major government programs have explicitly targeted ambitious improvements in antenatal, neonatal, and postnatal care through rapid expansion of health extension workers as well as financial incentives. Fifth, Nepal has achieved sizeable gains in sanitation, specifically in the reduction of open defecation. Indeed, it is possible that our model underestimates the contribution of improved sanitation because the DHS questions on toilet use do not identify when specific practices were adopted. Multi-country experimental evidence suggests that the impacts of toilet adoption are about twice as large as those estimated in this paper [30].The multi-dimensional and multi-sectoral nature of this change starkly emphasizes the point that rapid nutritional change seems chiefly to stem from simultaneous social and economic progress on multiple fronts [8–11; 31–32]. Indeed, our results for Nepal are strikingly similar to an analogous decomposition of nutritional change for Bangladesh [31], with the main except being a somewhat greater contribution of health services in Nepal. Together, these results suggest that emulating success stories requires overcoming some of the very challenging obstacles to achieving success on multiple fronts, including more effective inter-sectoral coordination.']"
2019-06-27T00:00:00Z,Mid-upper arm circumference predicts death in adult patients admitted to a TB ward in the Philippines: A prospective cohort study,"['This study establishes the association between under-nutrition assessed using MUAC with risk of inpatient death in this acutely unwell adult population. In this study, there was no apparent effect of diabetes. Further research is required in different populations to optimize MUAC cut-offs to predict risk of death and develop suitable nutritional interventions in active TB disease.']"
2020-01-15T00:00:00Z,Evaluation of questionnaire as an instrument to measure the level of nutritional and weight gain knowledge in pregnant women in Poland. A pilot study,['Pregnancy is a period in life in which women are willing to change their lifestyle. Providing precise information for these women is crucial for their health and the health of their offspring. To indicate weak points on their nutritional and weight gain knowledge is the first step to improve nutritional health care assistance. The proposed questionnaire has shown to be a proper instrument for the purpose it was designed for.']
2017-03-16T00:00:00Z,"Psychosocial correlates of nutritional status among people living with HIV on antiretroviral therapy: A matched case-control study in Central zone of Tigray, Northern Ethiopia","['This study determined ever consuming alcohol and ever smoking cigarette after starting ART, depression, not adhering to ART and being in the second lowest wealth quintile as significantly associated with malnutrition among people living with HIV enrolled on ART. Therefore Policies, strategies, and programs targeting people living with HIV should consider psychosocial factors that can impact nutritional status of people living with HIV enrolled on ART. Short and long term nutritional interventions targeting people living with HIV enrolled on ART also should focus on those with psychosocial problems especially in food and nutrition insecure areas. Another study that can address all relevant dimensions of the psychosocial issue is recommended.']"
2019-09-06T00:00:00Z,Burden and determinants of malnutrition among pregnant women in Africa: A systematic review and meta-analysis,"['Our systematic review and meta-analysis has estimated a high prevalence of malnutrition during pregnancy in Africa, which is also consistent irrespective of other observed source of variations. These unacceptably high maternal malnutrition estimates in Africa stressed the need for priority interventions targeted to improve maternal nutrition during pregnancy. Investing on maternal malnutrition is also a key strategy to reduce LBW, PTB, and to break its inter-generational effect. Apart from socio-demographic and economic factors, maternal malnutrition has been affected by inadequate nutrient intake or poor nutritional indicators and multiple pregnancies.An optimal nutrient intake by the mothers is essential to meet both maternal and fetal requirements and reduce adverse health consequences in addition to spaced pregnancy. Although several nutritional intervention programs have been introduced to improve maternal nutrition globally and regionally, the problem has been increasing. Efforts should be renewed to ensure a proper and widespread implementation programs in order to significantly reduce its burden across African countries.']"
2019-07-18T00:00:00Z,"Nutrition support for HIV-TB co-infected adults in Senegal, West Africa: A randomized pilot implementation study","['Our findings suggest that the implementation of nutrition support for HIV-TB co-infected adults in Senegal is feasible and may provide an effective strategy to improve adherence, treatment completion, and clinical outcomes for less than 1 USD per day. Further studies to determine the impact of nutrition support among a larger population of HIV-TB co-infected individuals are indicated.']"
2018-04-26T00:00:00Z,Magnitude and determinants of inadequate third-trimester weight gain in rural Bangladesh,"['In this study of third-trimester weight gain among rural Bangladeshi women in Matlab, average weight gain was below the accepted national standard. More than half of the women had inadequate weight gain in the third trimester. The deficiencies in their overall health and nutritional status were corroborated by the high prevalence of stunting and anemia. Maternal characteristics such as short stature, low BMI, advanced age, parity, being Hindu, intake of arsenic-contaminated water, low level of education and socioeconomic status, and conceiving during monsoon or dry season were the risk factors for inadequate third-trimester weight gain.Particular attention should be given during prenatal care to women with the risk factors identified in this study. Short stature is an important determinant of poor weight gain during pregnancy, and as it indicates chronic malnutrition, nutrition during childhood and adolescence has to be focused in addition to prenatal nutrition. Prenatal nutritional intake should be improved. In addition to promoting female education, counseling for food taboos during pregnancy may be helpful. Arsenic mitigation should come to the forefront as intake of arsenic-contaminated water was found to be associated with low weight gain.']"
2017-08-24T00:00:00Z,"Association of peptic ulcer disease with obesity, nutritional components, and blood parameters in the Korean population","['In the present study, we evaluated the association of PUD with anthropometrics, blood parameters, lifestyle, and nutrition in the Korean population. Our findings suggest that age is the factor most strongly associated with PUD in Korean adults, that obesity is associated with PUD, that the association between nutritional components and PUD is greater in women than in men, and that there are few relationships between blood parameters and PUD. In summary, our main findings are as follows. 1) Increased age was a strong risk factor for PUD in both Korean women and men. 2) In anthropometric indices related to obesity, decreased weight, BMI, and HipC values corresponded to an elevated risk of PUD in Korean women, and decreased HipC values corresponded to an increased risk of PUD in Korean men. 3) Regarding nutritional components, increased intake of dietary calcium decreased the risk of PUD in women, but not in men. Additionally, increased intake of dietary fiber, ash, sodium, and vitamin B2 decreased the risk of PUD in women. These results indicate that anthropometrics, lifestyle, and nutrition could play a significant role in PUD in Korean adults. Furthermore, the findings provide useful information for PUD screening tools and could improve public health efforts to address PUD.']"
2016-09-09T00:00:00Z,Maternal Dietary Patterns and Practices and Birth Weight in Northern Ghana,"['Poor dietary practices during pregnancy such as ‘pica’ and ‘out of home eating’ were found to be associated with increase odds for low birth weight. We also identified two dietary patterns among pregnant women in Northern Ghana. These are Health conscious diet and non-health conscious diet. Women dietary diversity score and dietary patterns were found to be protective against low birth weight. Our findings buttress the importance of optimal nutrition during pregnancy. Therefore, it is important that emphasis should be placed on counseling and assisting pregnant women and prospective mothers to practice optimal nutrition through the consumption of foods across the various food groups that are good sources of both macro and micronutrients during nutrition counseling in antenatal clinics more so in Ghana.']"
2019-03-07T00:00:00Z,Prevention of malnutrition among children under 5 years old in Iran: A policy analysis,"['The field of child nutrition is very important, but some related issues are not on the policymakers’ agenda as required. Issues such as lack of some micronutrients, which is highly prevalent in children, require policies that need to be pursued more seriously. Precise formulation and implementation of breastfeeding programs, complementary nutrition, and therapeutic supplementation for children, and fortification and sumpplementation for mothers should receive priority in this regard. The advantages and capabilities of each region are among the most important elements to be considered in policies. The use of ethnic and local foods in each region, correction of malnutrition, and promotion of nutritional literacy should be considered in different areas. Furthermore, given the fact that the policies of different organizations affect each other and lack of coordination between these policies may affect the success of the overall policies adopted, there is a strong need for more cooperation to materialize macro objectives.']"
2014-12-23T00:00:00Z,"How to Make a Beetle Out of Wood: Multi-Elemental Stoichiometry of Wood Decay, Xylophagy and Fungivory","[""1. During larval development, xylophagous beetles are confronted with a severe nutritional imbalance caused by poor digestibility of food and its stoichiometric mismatch with the beetles' bodies.2. These nutritional constraints are partly offset by the adjusted life histories of xylophages, with a development time extended to a couple of years. The life histories of dimorphic sexes and various species exploiting the same resources may differ, but computational simulations show that the prolongation of the development time is not sufficient to accumulate nutrients in adequate amounts.3. The nutritional balance of growing xylophagous larvae can be maintained due to the substantial enrichment of dead wood with nutrients imported from the outside by the mycelium of saprotrophic fungi.4. The fungal transfer of essential nutrients from the soil into the wood of dead trees is of fundamental importance for maintaining the detrital food web in forest ecosystems.""]"
2014-04-24T00:00:00Z,Gut Microbiomes of Indian Children of Varying Nutritional Status,"['The present study describes patterns wherein the gut microbiome varies in response to nutritional status. Although the biological bases of such patterns may be inferred to a certain extent, the universality and the biological mechanisms governing the occurrence of these patterns remains to be experimentally verified. Although limited by sample size and range of nutritional status of selected subjects, the present study opens up avenues for in-depth analyses of gut microbiomes on much larger populations belonging to diverse geographies as well as nutritional status. Such studies will help in better understanding the role of microbial groups in host nutrient assimilation and how they interact, which are evolving as important determinants of systemic conditions like malnutrition. Much comprehensive and well designed functional studiesare required for formulating a microbial basis of therapy for severe acute malnutrition.']"
2019-12-12T00:00:00Z,"Protein, dietary fiber, minerals, antioxidant pigments and phytochemicals, and antioxidant activity in selected red morph Amaranthus leafy vegetable","['Red morphs amaranth leaves have abundant antioxidant pigments and phytochemicals such as β-carotene, chlorophyll, vitamin C, β-cyanins, carotenoids, β-xanthins, TAC, betalains, TPC, and TFC. It also has abundant protein, dietary fiber, and minerals such as Ca, K, Mg, Fe, Cu, Zn, and Cu compared to leafy vegetables. Correlation study revealed that natural antioxidant pigments and phytochemicals had strong antioxidant capacity. It could be a potential leafy vegetable as a source of natural antioxidant pigments and phytochemicals having strong antioxidant activity along with nutritional components in our daily diet to combat with the hidden hunger and attaining nutritional and antioxidant sufficiency. Hence, red morphs amaranth with rice, wheat, and maize in our daily diet could contribute to attaining nutritional and antioxidant sufficiency.']"
2015-05-20T00:00:00Z,Investment in Constitutive Immune Function by North American Elk Experimentally Maintained at Two Different Population Densities,"['Comparisons of elk in high- and low-density populations indicated that as population density of elk increased, nutritional condition declined and individuals increased investment in constitutive immune function. Differences between individuals from different densities could have resulted because individuals in poor nutritional condition invested more in constitutive immune defenses, or because individuals from high-population densities had higher parasite loads causing induced immune responses. When considering differences in immune function and nutritional condition between individuals from different population densities and different age classes, our results provide stronger support for the hypothesis that animals in poorer nutritional condition invest more in constitutive immune defenses than animals in better nutritional condition. This strategy might allow elk in poorer condition to prevent the establishment of an infection and to avoid having to mount expensive adaptive immune responses. This intriguing hypothesis should be investigated further within the larger framework of the costs and benefits of immune responses.Our results also speak to the effects of density dependence on individual-level traits. Density-dependent mechanisms are mediated through intraspecific competition, via per capita availability of food and the subsequent influence of nutrition on reproduction and recruitment of young into the reproductive segment of the population [17–20]. As populations approach carrying capacity and resources become increasingly limited, some individuals do not gain adequate fat levels for both survival and reproduction; as a result, limited fat stores are allocated to survival over reproduction in slow-paced species, including elk [22, 42, 93–96]. Elk from the high-density population invested more in immune function than those from the low-density population, supporting our hypothesis that immune function is a trait that is mediated by population density. Our results support the premise that density-dependent regulation of immune function is important for understanding population demographics of species that show strong density dependence in their life histories.']"
